rank,clan_name,member_num,leader_name,damage,lap,boss_id,remain,grade_rank
910,夏尔公会,5,十连必出极品三星英雄,122346898,2,5,15235401,1116
911,懒喵集中营,30,少女映画官仿,122234747,2,5,15310168,795
912,赤雪咸鱼快乐公会,30,肝霖娘,122200484,2,5,15333010,1063
913,paryi公社,28,佑树德务滋,122067676,2,5,15421549,895
914,蔬菜园,30,指挥官,121636211,2,5,15709192,679
915,妖精的尾巴,29,索拉里昂,121593434,2,5,15737710,784
916,lbw农场,8,4号机,121459631,2,5,15826912,1099
917,东樱,30,屿乐,121171086,2,5,16019276,945
918,闪光的西格鲁德,12,呜呼,121038371,2,5,16107752,735
919,RE.心灵之约,12,傲谛,119985879,2,5,16809414,792
920,STK,8,STK ~ 0,119918661,2,5,16854226,0
921,为了她,14,岩谷尚文,118574599,2,5,17750267,1062
922,千之樱学园,14,御坂美琴,118290576,2,5,17939616,1090
923,公主焊接,30,戴斯尅希呦莉,118126284,2,5,18049144,1101
924,雨后小故事,22,苍狗,117892035,2,5,18205310,934
925,枫悯阁,28,墨蝶,117702374,2,5,18331750,1055
926,非酋之家,11,随舍,117306063,2,5,18595958,770
927,随安,19,口元木木,117280038,2,5,18613308,948
928,华城绫女,30,HK12,116877995,2,5,18881336,920
929,欧皇,11,佑,116479151,2,5,19147232,967
930,焊头连接,30,佑树君,116336841,2,5,19242106,1124
931,Slytherin,30,布狼牙不想再吃井了,116020205,2,5,19453196,855
932,我与世界,30,Simba ,115918566,2,5,19520956,988
933,信悠呤云执,9,云梦,115576065,2,5,19749290,1143
934,猫窝,24,会长哒,115572840,2,5,19751440,1193
935,逍遥～封仙殿,10,容酒酒,115407474,2,5,19861684,959
936,咸鱼,16,Miow,115120410,2,4,61223,1059
937,此世，与你同行,30,武藏小次郎,114764166,2,4,335256,849
938,千本樱-朔月,29,WDNM,114427039,2,4,594585,981
939,雪花啤酒,3,佑树,113803808,2,4,1073993,949
940,大枫树,30,戈离苒,113475996,2,4,1326156,992
941,养老院,29,key,113254667,2,4,1496410,858
942,我们终会站上巅峰的,11,符华上仙,112934334,2,4,1742820,847
943,慈乐之音,19,柏崎栞,112691836,2,4,1929356,1007
944,星之所在,30,一次次,112517174,2,4,2063712,834
945,欧气嘞嘞嘞,20,天命无常德者居之,112379156,2,4,2169880,1028
946,繁星小筑,18,晰,111944217,2,4,2504448,1192
947,休伯利安,18,机凯种,111731335,2,4,2668203,1174
948,桜花,5,桜野,111712163,2,4,2682951,803
949,骑士,30,马猴烧酒芭娜娜,111509124,2,4,2839135,1003
950,一艘神秘舰,16,谜迭香,111030079,2,4,3207631,924
951,给阿姨倒一杯卡布奇洛,30,17张牌你能秒我？,110761021,2,4,3414599,1022
952,seu东带,30,佑树.钰子,110572364,2,4,3559720,1067
953,咸鱼睡饱饱,10,阿这111,110567254,2,4,3563650,980
954,咸鱼会,30,前奏诗,110325378,2,4,3749709,1133
955,养老院,7,宁宁宁宁少~,109993703,2,4,4004843,910
956,Geniuses.,17,呦酱～,109759897,2,4,4184694,1136
957,国际养老协会,15,LEO,109542845,2,4,4351657,1176
958,天空之城,21,天城空,109115700,2,4,4680230,978
959,穷神,15,穷棍,108839996,2,4,4892310,968
960,图斯库尔,6,小小睥睨,108834605,2,4,4896457,0
961,馋身子行会,24,长门,108615931,2,4,5064668,1011
962,神之领域,30,阿柏,107435771,2,4,5972483,1016
963,AC猴山,30,有心无胆王怂怂,107431847,2,4,5975502,982
964,这是一个好公会,28,西马达,107019493,2,4,6292697,926
965,百花炸裂,15,Kokoro,106849435,2,4,6423511,1041
966,咕噜灵波~,30,xinyi,106657868,2,4,6570870,1051
967,行会,30,佑树,106529437,2,4,6669663,944
968,羊驼,11,耿虹,106359500,2,4,6800384,1166
969,哔哩哔哩乾杯 []~,17,光的颜色,106326350,2,4,6825884,1014
970,喵舍丶,30,佑树1,105684801,2,4,7319383,1152
971,米奇妙妙屋,30,渔火,105683285,2,4,7320550,1021
972,月话茶会,14,玖辛奈c,105395556,2,4,7541880,865
973,团子大家族,28,亚托莉,105244448,2,4,7658116,1240
974,UFO,30,零天意,104936023,2,4,7895366,1164
975,夏天,20,宇神,104449039,2,4,8269970,913
976,幻想乡,30,梦,104235663,2,4,8434105,1006
977,加油,13,佑树仓库号,104202806,2,4,8459380,1017
978,那年那月那兔子,24,yoyo/ 谢,103572592,2,4,8944160,932
979,巧克力与香子兰,22,阿尔泰尔,103572501,2,4,8944230,822
980,巅峰天下,30,星冰乐花栗鼠,103427194,2,4,9056004,1203
981,梦梦嘤嘤嘤,30,入江正一,103413086,2,4,9066856,966
982,星月会,9,星君月,103398852,2,4,9077806,1074
983,休闲居,26,是会长呦,103202488,2,4,9228855,1238
984,九天万神殿,30,轩轩,103194776,2,4,9234787,1052
985,可可萝信徒协会,18,古月,102851079,2,4,9499170,989
986,jojo的奇妙焊接,10,一般路过阿肥,102832022,2,4,9513829,1184
987,神之扭蛋手,30,拽灯灵,102613398,2,4,9682001,991
988,魔女之家,30,祭酒.,102565984,2,4,9718473,713
989,亿人成军,7,专业打工皇帝,102551237,2,4,9729817,0
990,那务中学,11,乐词,102161791,2,4,10029391,965
991,线/上/大/学,28,一只带憨批,101874249,2,4,10250577,1179
992,魔偶2.0,30,泷Axis（求私qw,101575934,2,4,10480050,1078
993,皇家骑士团,19,新星,101132908,2,4,10820840,942
994,下北泽野兽邸（求人）,18,田所浩二,101101153,2,4,10845266,1392
995,海棠花未眠,25,七七,100775579,2,4,11095708,1065
996,带走我的思念,21,爱蜜莉雅,100653617,2,4,11189525,1300
997,大绅士联盟,24,小咪咪,100474746,2,4,11327118,1056
998,一抹多的胖次赛高,17,夜流意,100460083,2,4,11338397,1044
999,碧蓝航线天下第一,30,碧蓝航线天下第一,100338557,2,4,11431879,1183
1000,得得得得得得得得得得,28,污渍（永远滴神）,100039018,2,4,11662293,1098
1001,大枫树,23,天佑,99984533,2,4,11704205,749
1002,柚子街,13,结缘,99877102,2,4,11786844,1187
1003,WCBOY,30,天壤劫,99831684,2,4,11821781,974
1004,安莉洁,30,佑树,99812673,2,4,11836405,1311
1005,春秋Cc,3,蝴蝶结,99677647,2,4,11940271,1108
1006,枫林晚,19,无情少年,99600021,2,4,11999983,1040
1007,焊接技术培训班,22,花泽臭菜,99319227,2,3,215979,775
1008,赐豆儿家族,6,赐豆儿,99258659,2,3,262570,1204
1009,FuJiNou,28,撕破伤口,99217144,2,3,294504,986
1010,休闲养老,30,忘川,98977815,2,3,478603,1807
1011,北寒宫,9,布兰多,98888386,2,3,547395,993
1012,白给军团,27,尘一,98611863,2,3,760105,1039
1013,伊甸园,6,轩宁,98562846,2,3,797810,851
1014,生鲜大卖场（伪）,16,神奈川,98392016,2,3,929218,1882
1015,巴别塔小窝,7,对地宝具,98172520,2,3,1098061,2403
1016,妖精森林的小不点,3,优衣,97727123,2,3,1440674,1050
1017,三尺平民舍,23,咕噜灵波～,97690390,2,3,1468930,1297
1018,快来看妖怪,6,苏卡卡,97449886,2,3,1653933,1005
1019,初恋娘 THE,8,尼桑,97336751,2,3,1740960,1112
1020,糖果店,30,冫慕慕子卿呀,97099435,2,3,1923511,1012
1021,美食殿堂,24,豆沙当家的,96707990,2,3,2224623,1097
1022,兰德索尔后援团,19,山本，我囸你仙人！,96520613,2,3,2368759,1111
1023,爱妈协会,30,对不起优衣,96212988,2,3,2605393,1161
1024,小小农场,29,启眛鑮磕蓝鏨,96150876,2,3,2653172,2542
1025,帝国骑士团,30,雪亲王,96021004,2,3,2753073,923
1026,violet的小屋,11,凸起的小路,95709130,2,3,2992976,1123
1027,咸鱼保护协会,30,佑树,95571442,2,3,3098890,1086
1028,云莫枫青,6,十一,95487071,2,3,3163791,1182
1029,B＊llB＊ll绅士,15,白恒,95477945,2,3,3170811,1085
1030,雅尔塔,30,咲鵺,95345946,2,3,3272349,1216
1031,龙纹骑士团,10,吾名小s,95110650,2,3,3453346,1008
1032,休伯利安,6,漱石,94796851,2,3,3694730,1025
1033,九离火,10,真宵,94385232,2,3,4011360,977
1034,悠然,26,逆水寒,94350641,2,3,4037968,1774
1035,佛系休闲,23,微凉,94310775,2,3,4068634,1185
1036,Angel,21,蜻蜓,94077840,2,3,4247815,955
1037,璃月七星,30,Zefra,93839959,2,3,4430800,921
1038,AcFun,22,子书如墨,93794906,2,3,4465456,1047
1039,神语,25,葯憂臦,93495311,2,3,4695914,1068
1040,养老院,29,接头霸王,93429512,2,3,4746529,1407
1041,one room,30,长萌,92666183,2,3,5333705,1075
1042,翡翠梦境,12,忆素,92515366,2,3,5449718,1130
1043,菲律宾雇佣兵,11,孤狐,92504487,2,3,5458086,877
1044,静水流深,27,TLN,92203161,2,3,5689876,704
1045,毛会,4,夜夜,91792947,2,3,6005425,1149
1046,联盟公主共和国,20,一般社员,91768233,2,3,6024436,1109
1047,彳亍,17,瑛佑,91729149,2,3,6054500,983
1048,千秋辞,22,利叶,91352794,2,3,6344004,1177
1049,曙光之地,30,为了xcw挖矿，别刺,90802080,2,3,6767630,972
1050,新天地行会,5,音雪宁,90447523,2,3,7040366,1015
1051,夜之笛,20,顾秦,90260154,2,3,7184496,1093
1052,咸鱼,6,生死有命,89777202,2,3,7555998,996
1053,集结摸鱼,30,时之风,89487053,2,3,7779190,1447
1054,深月医药庄园,3,黑衣白,89361483,2,3,7875782,1562
1055,得养那只猫,11,宫崎佑树,89264273,2,3,7950559,1137
1056,随意打怪窝,24,退坑保钱包,89228656,2,3,7977956,1054
1057,学生党的游戏场所,22,NaCl,89227903,2,3,7978536,1451
1058,月夜,27,hexy,89012441,2,3,8144276,1140
1059,纳萨力克,29,栗木sama,88925760,2,3,8210953,1134
1060,龙潭谷,30,故人归,88855599,2,3,8264923,841
1061,四月是你的谎言,29,我都开始摸蛋蛋,88775261,2,3,8326722,887
1062,复仇者联盟,14,佑树,88753781,2,3,8343245,1072
1063,SOS团,30,伟大领袖,88712266,2,3,8375180,1120
1064,美少女战队,30,萝莉万岁,88604101,2,3,8458383,1220
1065,万色悠滞,11,杀生院,88571810,2,3,8483223,1126
1066,JJ,5,佑树,88444837,2,3,8580894,1276
1067,NO.？？？美食殿堂,30,孤帆白影,88401475,2,3,8614250,1019
1068,RBQ,18,绘世,88249301,2,3,8731306,1129
1069,幻月,17,假嘚都是假嘚,87913987,2,3,8989240,1091
1070,血盟骑士团,15,你,87863489,2,3,9028085,1084
1071,FFF团,30,星野佑树,87606668,2,3,9225640,1222
1072,挚.,21,青涩,87485588,2,3,9318778,1073
1073,FATE,18,紫云统夜,87246294,2,3,9502850,827
1074,一起焊接吧～,6,奈奈,87227845,2,3,9517042,116
1075,樱花庄,28,沃滋基,87204705,2,3,9534842,1260
1076,云溪,30,佑树,87146997,2,3,9579233,953
1077,圣域,7,佑树,87057133,2,3,9648359,1131
1078,喵酱的甜甜屋,9,对的起优衣的屑骑士君,86810944,2,3,9837735,1190
1079,不是black会,30,luyuhao,86291263,2,2,308737,1565
1080,Holy～宸幻良,18,璇紊,86244661,2,2,355339,1158
1081,拂晓,30,天使GO,86121724,2,2,478276,1202
1082,闲鱼会,24,谦尘,85879332,2,2,720668,946
1083,安兹乌尔恭,8,全体起立,85835080,2,2,764920,1274
1084,阳光养猪场,15,胡桃卡哇伊,85773485,2,2,826515,1252
1085,幻梦一场,25,Checkmate,85756905,2,2,843095,1004
1086,星空中的花朵,11,花星,85607062,2,2,992938,1036
1087,酒醉醉人心华为服本部,25,伊楠娜,85151165,2,2,1448835,1443
1088,桃丽丝接头厂,17,佑树007,84967048,2,2,1632952,1115
1089,花花世界,23,风居住的街道,84847856,2,2,1752144,1209
1090,美食殿堂,30,佑树jjc挖矿中别刺,84795282,2,2,1804718,1265
1091,佩可莉姆的小窝,16,木槿花,84793633,2,2,1806367,1207
1092,译了个蔓,13,柠檬糖,84777023,2,2,1822977,1173
1093,卡里古拉,30,EX丨咖喱棒,84742147,2,2,1857853,1147
1094,浅靛羽祈,8,白丝浅羽,84612613,2,2,1987387,1155
1095,爱露娜,30,玄色,84590638,2,2,2009362,1212
1096,无所属,30,沐沐,84502023,2,2,2097977,1492
1097,圣墟,13,樱子,84392155,2,2,2207845,1110
1098,hololive,23,yagoo（老哥别打,84346022,2,2,2253978,1341
1099,神之键－羽渡尘,15,怜,84098090,2,2,2501910,1275
1100,晚霞依旧,30,发光鞋,84025055,2,2,2574945,1218
1101,好朋友部,25,七芽,83968307,2,2,2631693,956
1102,鸢纸,24, 砂糖的百合女友,83944028,2,2,2655972,1089
1103,厄普西隆天秤帝国,30,五个三星才开始,83789462,2,2,2810538,1102
1104,优酱的窝,19,优酱 3.0,83768345,2,2,2831655,2078
1105,联盟公会,27,面包酱,83544824,2,2,3055176,1411
1106,迦勒底,21,高咯,83424513,2,2,3175487,1221
1107,LuckyOne养老,9,白姬彼方,83400375,2,2,3199625,1217
1108,桃花,14,奥尔加一直卡,83212636,2,2,3387364,1230
1109,饭团,12,莉玛,82985973,2,2,3614027,998
1110,休闲寮,30,Alex(挖矿中,82962584,2,2,3637416,1189
1111,玻璃心属性玫瑰花,25,落烬,82882831,2,2,3717169,1057
1112,请输入行会名,14,弄潮儿,82855641,2,2,3744359,1288
1113,精灵之森,20,MilyMiQ,82804412,2,2,3795588,805
1114,齐齐农场,7,装备1号,82586894,2,2,4013106,1037
1115,小熊可可茶,21,此生单推静流姐,82314154,2,2,4285846,1026
1116,义和团,16,曦和,81702146,2,2,4897854,1191
1117,包子店,8,永福刻刻,81669079,2,2,4930921,1119
1118,快  乐  团,27,Sakuya丶L,81591231,2,2,5008769,1649
1119,养生度假区,28,冰锋7,81387914,2,2,5212086,1269
1120,咸鱼会,30,佑树,81351686,2,2,5248314,1241
1121,咸鱼quq,26,未来来kagari,81166891,2,2,5433109,1467
1122,啊这来个人呗,27,jojo,81088332,2,2,5511668,1249
1123,薇薇乐园,22,佑树,81077313,2,2,5522687,1103
1124,非酋＊＊地,21,子袊,81044796,2,2,5555204,1069
1125,秋之叶,26,勇者,81013996,2,2,5586004,1215
1126,王宫摸鱼团,5,佑树,80955396,2,2,5644604,2074
1127,非酋俱乐部,28,随缘养生小熊猫,80571996,2,2,6028004,1100
1128,GZLJ,30,在世真龙,80253928,2,2,6346072,1159
1129,青禾阁,30,Doctor,80233358,2,2,6366642,1064
1130,中二少年据点,12,亻右 木又寸（简介）,80216940,2,2,6383060,1061
1131,Princess,23,星昂,80111453,2,2,6488547,1242
1132,亚撒西之家,19,阿卡卡,80082890,2,2,6517110,1303
1133,养老会所,23,我太菜了,79845471,2,2,6754529,1168
1134,闲云,27,欧皇,79714070,2,2,6885930,1295
1135,全都是靓仔,30,鱼香肉丝,79534437,2,2,7065563,1048
1136,妖精的尾巴,24,酸甜苦辣咸,79513732,2,2,7086268,1264
1137,咸鱼之家,23,Ted,79297958,2,2,7302042,1312
1138,终南别苑,27,夜不拉屎,79261248,2,2,7338752,1148
1139,Roselia,13,n,79223259,2,2,7376741,1121
1140,安安的小窝,30,玄虚之渊,78814826,2,2,7785174,1175
1141,魔王城,13,时崎狂三,78676091,2,2,7923909,1076
1142,无忧小筑,20,簡篠竹,78668054,2,2,7931946,1527
1143,萌新聚集地QwQ,19,樱^,78600026,2,2,7999974,1198
1144,DGG0122,5,02,78600010,2,2,7999990,772
1145,无惨曰光浴保养中心,28,哒宰桑,78414012,2,1,185988,720
1146,四季笙歌,8,海东佑树. 逢魔,78360397,2,1,239603,1107
1147,公主连接方官,30,依然夏阳,78209009,2,1,390991,1508
1148,克苏鲁深渊,25,无咎,77964292,2,1,635708,1243
1149,天道萌,26,灬惠飞须泽胡桃灬,77820021,2,1,779979,971
1150,梦曦,13,佑树,77755055,2,1,844945,1196
1151,屯田,5,小号1,77520312,2,1,1079688,1828
1152,咕噜小屋,30,妹轱辘,77462364,2,1,1137636,1256
1153,娱乐的来,27,乡村大别野,77453573,2,1,1146427,1413
1154,米 英,18,咲卅,77288034,2,1,1311966,1320
1155,公主,30,lJackl,77258529,2,1,1341471,1071
1156,随性的四方乐土,28,佑树,76985646,2,1,1614354,1144
1157,红毛紫毛喵喵喵,22,小睿睿,76799211,2,1,1800789,1208
1158,白兔窝,14,大白兔,76777152,2,1,1822848,1259
1159,冠状病毒研究解析中心,30,法斯,76770132,2,1,1829868,1414
1160,兰德索尔大农场,29,农场主,76650371,2,1,1949629,1186
1161,团结友爱荒木庄,22,大木佑树,76502196,2,1,2097804,1258
1162,璃乃的梦游仙境,30,H2O,76206241,2,1,2393759,1271
1163,轮回观,18,阎罗王,76073924,2,1,2526076,1030
1164,黄昏乌鸦,29,Tian,75979276,2,1,2620724,1169
1165,大枫树的咕咕鸟,26,敲可爱的白,75977591,2,1,2622409,1237
1166,养老公会,16,针布戳,75967549,2,1,2632451,2054
1167,艺术家协会（养老）,12,佐树,75885310,2,1,2714690,1367
1168,圣芙蕾雅工会,20,夏色祭,75883818,2,1,2716182,1554
1169,番茄,30, 升龙八部,75797867,2,1,2802133,1160
1170,360吸欧队,20,果果,75736541,2,1,2863459,1142
1171,ll,2,tox,75684720,2,1,2915280,1194
1172,我们有欧皇,20,来了就不走,75623468,2,1,2976532,798
1173,JOJO,16,秘密皇帝,75558128,2,1,3041872,1079
1174,哔哩哔哩小厢,30,青歌菲佐,75441712,2,1,3158288,1132
1175,小小的小小,4,DogA,75310444,2,1,3289556,1281
1176,小宇,4,多罗罗,75243612,2,1,3356388,1105
1177,休伯利安,30,飞鸟风,75184497,2,1,3415503,1293
1178,星空,25,欣熙,75096487,2,1,3503513,1280
1179,小树林,14,挺好的,75013717,2,1,3586283,1361
1180,咸鱼,30,什么名字.挖矿中,74828361,2,1,3771639,1201
1181,养老院,30,夜星,74555051,2,1,4044949,1043
1182,后宫佳丽三千人,26,yibie,74507369,2,1,4092631,1255
1183,公主连结,10,吃货,74463810,2,1,4136190,1117
1184,萝莉交易会所,16,剑锋,74386810,2,1,4213190,1023
1185,喜欢B站,19,木村凉太,74238425,2,1,4361575,1151
1186,白给的甜蜜之家,30,茉子的囸常,74224785,2,1,4375215,1470
1187,新年快乐,30,阿仓丶,74171406,2,1,4428594,1094
1188,影之诗,30,兰卡娜,74120999,2,1,4479001,1210
1189,qwer,2,asdf,74072864,2,1,4527136,1253
1190,公主回流焊,3,BlazerXG,74048064,2,1,4551936,1083
1191,神秘的东方無,30,姜易,73616385,2,1,4983615,1188
1192,养老院,30,繁星,73279457,2,1,5320543,1462
1193,68号悬浮岛,21,狗妈的独生子,73089969,2,1,5510031,1038
1194,Angels,30,佩可汉姆,73038303,2,1,5561697,1623
1195,樱之魄分团,30,我的未婚夫,72983911,2,1,5616089,1405
1196,冰龙,5,冰一,72862457,2,1,5737543,1118
1197,启明星的指引,30,八神炼,72600027,2,1,5999973,1497
1198,静籁之空,17,尹美林,72600024,2,1,5999976,1396
1199,随心随意,12,？？？,72600013,2,1,5999987,1034
1200,悠哉Ri常大王,19,女子车欠,72600012,2,1,5999988,1262
1201,QAQ,17,暗影暴风,72484200,1,5,77200,1153
1202,LINRENAI,4,拉尔奈菲,72469523,1,5,86984,1416
1203,无色无相,30,达令,72258998,1,5,227334,1653
1204,国家炼铜专业协会,17,花好月圆,72126999,1,5,315334,954
1205,缘之乡,14,心如止水鉴常明,72077609,1,5,348260,1077
1206,红花绿叶,30,菜菜永远的神,72021833,1,5,385444,1058
1207,心所向往＆理想殿堂,30,淮,72014850,1,5,390100,1080
1208,ES.kwe,30,火炎焱燚,71882524,1,5,478317,1442
1209,红宝石之国,30,初薇（挖矿中求放过,71769438,1,5,553708,1223
1210,残空,26,破天,71338485,1,5,841010,1398
1211,休闲，娱乐，养生馆,13,小鱼儿,71314374,1,5,857084,1170
1212,Don't forg,30,藤丸立香,71235780,1,5,909480,1088
1213,公主连结,8,布丁,71010545,1,5,1059636,1013
1214,清风,30,豹子头零充,70970118,1,5,1086588,1248
1215,泰迪保护协会,30,佑树Sama（挖矿中,70889098,1,5,1140601,1426
1216,元湄烟歌,4,元歌,70706641,1,5,1262239,1363
1217,农民伯伯,7,霸瞳 挖矿,70500642,1,5,1399572,1163
1218,结社,25,小米YMSJapan,70381850,1,5,1478766,1095
1219,公主之星,4,加藤惠,70215802,1,5,1589465,1239
1220,养老工会,2,伊吹萃香,70084307,1,5,1677128,1165
1221,约会大作战,12,崇宫澪,70040837,1,5,1706108,1448
1222,小莩是我的,2,沙拉曼达.法尔,70010015,1,5,1726656,1195
1223,天使之翼,8,觎剑,69620715,1,5,1986190,1305
1224,我家的房子还蛮大的,29,普罗丢色,69620065,1,5,1986623,1213
1225,天上的卡兹不说话,7,小胖汉堡哥,69405278,1,5,2129814,1428
1226,捡树枝,28,飓风之刃,69336174,1,5,2175884,1106
1227,修罗阁,12,藏骨头的汪,68988829,1,5,2407447,1127
1228,且听风吟,30,倒影,68973040,1,5,2417973,1205
1229,骑空团,23,马猴烧酒fk,68874101,1,5,2483932,1345
1230,冰霜,30,冰霜,68847679,1,5,2501547,1298
1231,公主的骑士团,30,放课后下午茶,68843874,1,5,2504084,1226
1232,创世之城,4,莱士汹汹似董非董,68707225,1,5,2595183,1337
1233,繁星,30,涂雅,68445620,1,5,2769586,1351
1234,宅男宅女,30,Cipher,68266348,1,5,2889101,1162
1235,重樱,30,乄逆天8乄,68204326,1,5,2930449,1279
1236,莱茵骑士团食堂,8,看什么栞,68121790,1,5,2985473,870
1237,公主连结,7,佑树,68058789,1,5,3027474,1343
1238,undertale,12,HXY,68041411,1,5,3039059,1245
1239,杜王町,10,佑一,67967095,1,5,3088603,1862
1240,白票党,29,狼哥快跑,67882521,1,5,3144986,1368
1241,真步真步童话王国,5,你好！读书人,67833707,1,5,3177528,1229
1242,皇庭,30,可可萝的最爱,67742874,1,5,3238084,1254
1243,魔都,13,猫拳给优衣道歉！,67555524,1,5,3362984,1296
1244,女子木奉,27,佑树,67517750,1,5,3388166,1270
1245,万象有天引,23,天戮之殇羽,67464174,1,5,3423884,1666
1246,泠氵,10,佑树,67344652,1,5,3503565,1342
1247,红魔村,13,红Archer,67332364,1,5,3511757,1287
1248,四季之风,3,盛夏,67292471,1,5,3538352,1178
1249,幸福一家人,30,佑树,67213735,1,5,3590843,1181
1250,一起愉快的玩耍吧,13,匿名,67077254,1,5,3681830,1340
1251,黎明曙光,16,黎明,67006323,1,5,3729118,1402
1252,新人行会（欢迎新人）,30,以求梦寐,66941208,1,5,3772528,1219
1253,一起三五瓶,20,拍的靓,66870716,1,5,3819522,1386
1254,Tempest,10,佑树,66628310,1,5,3981126,1310
1255,板砖,7,板砖农场4号,66484535,1,5,4076976,0
1256,镜花阁,30,坂井直人,66127993,1,5,4314671,1315
1257,非洲大酋盟,22,多读读,65956563,1,5,4428958,1197
1258,惠酱,26,Darknisus,65943776,1,5,4437482,1588
1259,仲夏之夜,24,冷漠冰河,65772851,1,5,4551432,1555
1260,纯白,24,喵帕斯,65728634,1,5,4580910,893
1261,  奇怪的知识增加了,24,水中月,65670340,1,5,4619773,1417
1262,贝蒂的农场,13,贝蒂1,65431228,1,5,4779181,1441
1263,自己加油,3,熊一剑,65125420,1,5,4983053,1362
1264,琉璃,17,改变,65041883,1,5,5038744,1324
1265,幻想夏乡,6,鸣濑白羽,64743714,1,5,5237524,2943
1266,一梦初醒,13,一梦初醒,64612381,1,5,5325079,1135
1267,大枫树,30,枫月,64513699,1,5,5390867,1138
1268,战友团,14,世珈蓝,64322233,1,5,5518511,1701
1269,七夏,26,七夏,63361320,1,5,6159120,1122
1270,小狼摸鱼团,30,安米,63312777,1,5,6191482,1272
1271,哔哩哔哩,30,宫水三叶,63175415,1,5,6283056,1319
1272,悠久之翼,30,真步,63051464,1,5,6365690,1932
1273,猫猫震惊！,30,白夜月极光,62987408,1,5,6408394,1263
1274,阿克西斯教,2,mimi,62930436,1,5,6446376,1378
1275,我们是传说,17,daisuke,62732074,1,5,6578617,1347
1276,K.O.B,3,零,62682361,1,5,6611759,1318
1277,养老院,14,御坂美琴,62667988,1,5,6621341,961
1278,养生会所,27,记不住啊,62572255,1,5,6685163,1180
1279,安逸休息室,9,Caesar,62476524,1,5,6748984,1234
1280,人道是,23,西风西湖耀风光,62455384,1,5,6763077,1629
1281,蓦然回首,21,维罗妮卡,62449459,1,5,6767027,1066
1282,切噜切噜协会,10,Dylan,62438172,1,5,6774552,1964
1283,中央军事委员会,20,习首席,62307894,1,5,6861404,1010
1284,二次元的妹子全都要,9,小鸟游六花,62290933,1,5,6872711,1365
1285,大佬养老院,12,林三木,62215604,1,5,6922930,2551
1286,DD保护协会,18,彼空,62165793,1,5,6956138,1339
1287,冉冉孤生竹,22,神秘的路人,62075443,1,5,7016371,1001
1288,坏蛋，别欺负我老婆,20,小妖孽,62053494,1,5,7031004,1232
1289,星照醉,29,秋沐苏,62002893,1,5,7064738,1702
1290,koko~da~yo,30,柒柒,61910321,1,5,7126452,1284
1291,痒痒鼠,25,可怜的转生者,61857709,1,5,7161527,1360
1292,落笔成诗,27,王语嫣,61641076,1,5,7305949,1326
1293,咸鱼的曰常,5,树佑,61427930,1,5,7448046,1387
1294,内涵段子,19,可可萝,61277154,1,5,7548564,1235
1295,杜王町,30,空条承太郎,61222152,1,5,7585232,1581
1296,公主的奇妙冒险,30,继承的意志,60821463,1,5,7852358,1314
1297,血盟骑士团,9,吹爆游戏人生,60742531,1,5,7904979,1630
1298,天宫,23,樱树,60527274,1,5,8048484,1233
1299,大墓地,21,骨汪争爸,60406778,1,5,8128814,310
1300,组建行会,30,埃罗亚,60355310,1,5,8163126,1344
1301,星空幻海,25,菜菜子,60338005,1,5,8174663,2944
1302,公主焊结,10,Arcueid,60125788,1,5,8316141,1322
1303,嗷呜病友,29,酱酱,60083917,1,5,8344055,2373
1304,荒年会,22,亲爱哒,59986914,1,5,8408724,1391
1305,星悦,20,林百灵,59729545,1,5,8580303,746
1306,猫猫团,17,星雪幻,59329249,1,5,8847167,1424
1307,咸鱼的行会,30,Elleguard,59301637,1,5,8865575,1566
1308,光辉战队reZero,30,星源光,59255329,1,5,8896447,1596
1309,中二病公主殿,30,鲁鲁修,59103290,1,5,8997806,1522
1310,风车橘子,30,冷芙,59100319,1,5,8999787,1331
1311,动漫会,26,l_潮鸣_l,58613062,1,5,9324625,1772
1312,大爷常来玩啊,29,花辞,58525050,1,5,9383300,724
1313,血族,30,赤炎,57941966,1,5,9772022,1307
1314,紫罗兰永恒花园,15,西瓜天使,57866075,1,5,9822616,1228
1315,泰安小小欧,6,yo微,57807390,1,5,9861740,1459
1316,安德伍德,29,苍天得道吾易修,57647681,1,5,9968212,1273
1317,撤所,18,救命别打俺了,57590801,1,5,10006132,1348
1318,萌团,30,樱衣落雪,57579512,1,5,10013658,1382
1319,慈乐之音,12,小小默,57517860,1,5,10054760,1289
1320,白泽,2,青灯夜游,57496539,1,5,10068974,1542
1321,仙语月,16,千殇语,57412966,1,5,10124689,1512
1322,黑贞德的军团,30,咖士白,57311459,1,5,10192360,1490
1323,白嫖兄弟会,2,穷的一B,57303979,1,5,10197347,1430
1324,快乐如此简单,2,快乐佑树,57262237,1,5,10225175,1624
1325,肝神福利，友好的,30,哥哥,57009856,1,5,10393429,1627
1326,亘骁,16,沐语沐枫,56948836,1,5,10434109,1431
1327,卡门多利娅,30,哲也,56798003,1,5,10534664,1286
1328,九月星辰,30,喾曌,56789429,1,5,10540380,973
1329,红璞公寓,25,king crims,56653005,1,5,10631330,1532
1330,摸鱼,30,开心一下,56645984,1,5,10636010,2051
1331,美食公主,3,布丁,56589023,1,5,10673984,1225
1332,平凡造就最强,14,韬谷 嘉人,56364513,1,5,10823658,1358
1333,国家队,27,佐树,56276689,1,5,10882207,1509
1334,幻影战士团,30,幻影,56236545,1,5,10908970,1096
